customer_id,acc_number,first_name,last_name,date_of_birth,address,state,city,phone_number,email_address,age,marital_status,number_of_dependents,occupation,employment_status,annual_income,income_sources
5295,648421000000,Taimur,Kashyap,05-Oct-76,"H.No. 394, Dhaliwal Ganj, Jalandhar-062836",Jharkhand,Moradabad,8211077009,dhruv15@example.org,47,single,1,Risk manager,unemployed,431995,Salary
5296,299194000000,Nehmat,Madan,23-Jul-77,"H.No. 13
Chaudhry Zila, Pallavaram-666458",Arunachal Pradesh,Jalna,5225439928,bhargavaanvi@example.org,47,single,4,Armed forces technical officer,self-employed,874052,Salary
5297,652569000000,Raunak,Jhaveri,27-Jan-62,"H.No. 432
Manne, Bhatpara 107222",West Bengal,Panchkula,6319635456,gatiksharaf@example.com,62,married,2,Site engineer,self-employed,585813,Business
5298,712594000000,Kavya,Mane,11-Feb-68,"H.No. 09, Bala Zila, Narasaraopet-675038",Uttar Pradesh,Nagercoil,1841237069,ryanchacko@example.net,56,single,3,Petroleum engineer,unemployed,1371114,Salary
5299,166463000000,Arnav,Madan,11-Sep-81,"71, Chandra Path
Narasaraopet-040634",Andhra Pradesh,Ramgarh,1107438801,riyavarma@example.net,42,divorced,0,Contracting civil engineer,self-employed,1365341,Salary
5300,153480000000,Zoya,Bains,25-Jan-57,"H.No. 380, Divan Circle, Nellore 745146",Madhya Pradesh,Karimnagar,5807252240,stuvan40@example.org,67,married,5,Clinical research associate,employed,690086,Business
5301,738604000000,Lagan,Vig,22-Dec-90,"138, Som Nagar, Medininagar 673704",Meghalaya,Ulhasnagar,4871583007,xmannan@example.net,33,divorced,4,"Therapist, horticultural",employed,1026444,Salary
5302,421404000000,Miraya,Bedi,07-Jul-90,"62/42
Bhatnagar Zila
Gopalpur 569600",Andhra Pradesh,Vadodara,1145119810,pkhatri@example.net,34,married,2,"Programmer, multimedia",self-employed,503047,Salary
5303,874121000000,Kabir,Iyengar,16-May-05,"76/24, Saran Marg
Bhilai 829687",Mizoram,Giridih,5187517422,battalakshay@example.net,19,divorced,0,Immigration officer,employed,1889395,Salary
5304,123670000000,Anahi,Tella,17-Mar-52,"77/71, Hari Chowk, Pune 667133",Telangana,Tumkur,2848034288,eva00@example.net,72,divorced,1,"Designer, textile",self-employed,305225,Business
5305,773001000000,Ira,Varghese,01-Apr-56,"91/104, Yadav Street, Bhind 920205",Goa,Bhilai,7927692801,jivin53@example.com,68,divorced,0,"Engineer, automotive",employed,1455819,Business
5306,968602000000,Shayak,Wason,19-Nov-91,"29/952, Kamdar Ganj
Kalyan-Dombivli 765329",Jharkhand,Gandhinagar,6918213940,huppal@example.com,32,divorced,0,Technical author,employed,948268,Business
5307,619392000000,Tejas,Comar,15-Apr-88,"33, Ahuja, Patiala 260516",Karnataka,Vijayanagaram,5532755770,shamik25@example.org,36,married,4,Copy,employed,1789368,Business
5308,202845000000,Sana,Jayaraman,12-Aug-68,"44/02
Dhillon Nagar, Sasaram-974129",Odisha,Hospet,2257141503,samarrout@example.com,56,married,1,Personnel officer,self-employed,1929063,Business
5309,262190000000,Divyansh,Yadav,10-Oct-93,"43/41, Sarkar Path, Pudukkottai-619176",Odisha,Firozabad,4945548530,kabiragate@example.com,30,married,3,Mechanical engineer,self-employed,1237904,Salary
5310,957499000000,Samarth,Dixit,15-Jul-67,"40, Bera Nagar, Shivpuri-624497",Haryana,South Dumdum,4160319282,chaudhrymadhup@example.net,57,divorced,1,"Therapist, art",self-employed,1664400,Business
5311,416812000000,Dishani,Kulkarni,20-Apr-73,"77/65, Sunder Nagar
Bokaro 031031",Gujarat,Mangalore,5756826205,jkari@example.com,51,married,0,"Development worker, international aid",employed,513939,Salary
5312,557125000000,Keya,Krishna,12-Feb-70,"H.No. 411, Kala Chowk, Hyderabad-800323",Rajasthan,Nashik,4357167010,piyabora@example.net,54,divorced,5,Land/geomatics surveyor,self-employed,1588597,Salary
5313,396977000000,Emir,Luthra,22-Oct-62,"16/70
Din Chowk
Dharmavaram-632050",Uttar Pradesh,Lucknow,3157704601,agatesamarth@example.com,61,married,2,Industrial buyer,unemployed,396161,Salary
5314,749424000000,Khushi,Bassi,26-Oct-82,"96, Anne Ganj
Sasaram 706777",Uttarakhand,Jamnagar,6446397915,onkarsarna@example.net,41,single,3,Travel agency manager,employed,517479,Salary
5315,529862000000,Dhanush,Sabharwal,18-Oct-94,"H.No. 06, Badal Circle, Nagpur 068877",Himachal Pradesh,Kavali,2353054197,mehul85@example.org,29,married,1,Armed forces technical officer,employed,727284,Business
5316,394209000000,Raghav,Samra,28-Jan-58,"42/10
Tripathi Chowk
Sikar 908236",Odisha,Patna,4793052773,tratta@example.com,66,single,2,Accommodation manager,self-employed,1650719,Business
5317,551923000000,Alisha,Dewan,31-Oct-50,"H.No. 65
Gade Marg
Hapur-020125",Haryana,Tenali,2979030186,obiswas@example.com,73,married,3,Clothing/textile technologist,unemployed,1964654,Business
5318,460290000000,Azad,Dixit,07-Feb-50,"88/12
Hegde Marg, Gandhinagar-699628",Mizoram,Agartala,9449220199,amani49@example.net,74,married,2,Broadcast engineer,employed,886134,Salary
5319,427739000000,Romil,Salvi,08-Nov-75,"92/96, Sawhney Zila
Machilipatnam 455287",Kerala,Maheshtala,5934278478,bdash@example.net,48,married,0,Metallurgist,unemployed,1306198,Business
5320,615373000000,Saira,Bhalla,05-Dec-05,"278
Kakar Zila, Ujjain 904074",Karnataka,Mathura,7176503010,ldada@example.net,18,divorced,0,Brewing technologist,unemployed,748643,Business
5321,113528000000,Aarna,Bhargava,30-Jan-78,"25/103, Singh Chowk, Suryapet-399166",Karnataka,Kurnool,5771013247,wasonanahita@example.net,46,divorced,1,Occupational psychologist,employed,466913,Business
5322,795038000000,Ahana ,Sen,15-Feb-86,"56/530, Tripathi Ganj, Uluberia-255034",Tamil Nadu,Sri Ganganagar,2430023145,nitya98@example.org,38,married,2,Barista,self-employed,375140,Business
5323,392928000000,Hrishita,Tiwari,15-Mar-72,"H.No. 61, Mallick Road
Udaipur-817334",Goa,Kavali,4823907470,bbumb@example.org,52,divorced,4,Control and instrumentation engineer,self-employed,1790129,Business
5324,529410000000,Kartik,Kalita,07-Sep-68,"H.No. 56, Behl Path
Pali 013671",Kerala,Aligarh,9359898965,lganesan@example.com,55,married,3,Building surveyor,employed,627860,Business
5325,158224000000,Jayesh,Wable,31-Mar-82,"753, Dhar Path, Ambarnath 856766",Gujarat,Guwahati,2462362125,aryaranbir@example.net,42,married,2,Dance movement psychotherapist,employed,827322,Business
5326,485101000000,Vritika,Buch,13-Jan-91,"88/903, Kala Chowk
Solapur-903265",Madhya Pradesh,Korba,9683001888,mirayaahluwalia@example.org,33,divorced,1,Clothing/textile technologist,self-employed,1035943,Business
5327,665183000000,Ivana,Behl,01-Mar-75,"556, Sarraf Street
Darbhanga 596286",Haryana,Bhopal,1431665916,kviswanathan@example.com,49,married,1,"Administrator, education",self-employed,1292406,Business
5328,843430000000,Amira,Jain,10-Sep-60,"37, Lal Circle
Thane 889035",Nagaland,Hubli–Dharwad,8710139637,upadhyaygokul@example.org,63,divorced,5,"Designer, television/film set",employed,501319,Salary
5329,331644000000,Jhanvi,Iyengar,28-Nov-70,"H.No. 37
Ghosh
Burhanpur 936307",Nagaland,Bikaner,9487047123,navya04@example.org,53,married,1,"Restaurant manager, fast food",unemployed,808657,Salary
5330,396658000000,Shalv,Venkatesh,01-Mar-79,"H.No. 588
Balay Street, Chandigarh-477271",Nagaland,Amravati,9811273571,ykala@example.org,45,married,1,Firefighter,unemployed,1610519,Business
5331,159598000000,Biju,Lalla,29-Jul-85,"91
Sabharwal Zila, Secunderabad-119695",Kerala,Anantapur,4103608970,uroy@example.org,39,married,1,Dentist,unemployed,350938,Salary
5332,227236000000,Lakshay,Lala,26-Mar-73,"92/198, Bhatia Marg
Sangli-Miraj & Kupwad 837615",Odisha,Sri Ganganagar,1277678391,heerhora@example.com,51,married,0,Dietitian,self-employed,1079269,Business
5333,911018000000,Ela,Chada,19-Jan-79,"H.No. 828, Amble, Malegaon 729404",Goa,Suryapet,5397994001,samihakamdar@example.com,45,married,1,Glass blower/designer,unemployed,642474,Salary
5334,559344000000,Shaan,Wali,09-Jun-71,"H.No. 52, Savant Ganj, Latur-002609",Himachal Pradesh,Sikar,8217306950,luthranitara@example.com,53,married,2,"Scientist, forensic",employed,1007213,Salary
5335,348227000000,Umang,Gandhi,30-Nov-56,"027, Kaul Path, Thiruvananthapuram-330499",Assam,Muzaffarpur,3818156362,tejaskaul@example.net,67,divorced,0,Optometrist,employed,1595557,Business
5336,330641000000,Nirvaan,Kurian,18-Jun-54,"H.No. 974, Bhandari Path, Khora -945435",Tamil Nadu,Sambhal,4301570795,dhawanprerak@example.org,70,single,3,Building control surveyor,unemployed,1706739,Salary
5337,709011000000,Sahil,Contractor,10-Jul-77,"75
Chana Chowk
Khammam 460582",Mizoram,Hindupur,6525060744,tataindranil@example.com,47,single,5,"Administrator, arts",unemployed,353396,Business
5338,150247000000,Himmat,Roy,04-Jul-68,"30/828
Suresh Circle, Muzaffarpur-453300",Telangana,Bilaspur,1847367007,siya77@example.org,56,divorced,1,"Horticulturist, commercial",unemployed,420509,Business
5339,138887000000,Gokul,Chadha,19-Oct-04,"41/13
Verma Road, Ujjain 314408",Nagaland,Miryalaguda,2898936227,dhingrazeeshan@example.net,19,divorced,4,"Engineer, broadcasting (operations)",self-employed,1803368,Salary
5340,823227000000,Madhup,Sandal,15-Aug-88,"30/725, Yohannan Road
Rajkot-270678",Arunachal Pradesh,Hubli–Dharwad,8306048674,amanisandal@example.net,36,single,0,Insurance account manager,employed,1299801,Salary
5341,686580000000,Vedika,Rana,08-Jun-55,"38
Sura Nagar
Chennai 607716",Bihar,Bareilly,1746274594,farhan93@example.com,69,divorced,1,Midwife,self-employed,906785,Business
5342,580607000000,Charvi,Thaman,28-Sep-98,"15
Anne Marg
Mumbai 472657",Manipur,Firozabad,1104893455,shangokul@example.net,25,married,4,Computer games developer,self-employed,1135779,Business
5343,584786000000,Divit,Mallick,20-May-00,"H.No. 50
Kapadia Nagar, Bikaner-366687",Madhya Pradesh,Rampur,9951140446,himmatkulkarni@example.net,24,single,5,Make,employed,996408,Business
5344,365312000000,Eva,Bhatia,23-Nov-82,"64/693
Sabharwal Ganj, Shimla-597461",Tripura,Burhanpur,7969073535,yuvaan11@example.org,41,divorced,4,Naval architect,self-employed,1656111,Salary
5345,685577000000,Uthkarsh,Saini,30-Mar-75,"401, Ganesan Circle
Chittoor-544293",Assam,Dibrugarh,4634190915,nchauhan@example.com,49,divorced,5,"Teacher, music",employed,1084921,Salary
5346,777378000000,Adah,Edwin,06-Mar-85,"H.No. 02, Tripathi Street, Agartala 821787",Haryana,Phusro,3671517062,tarakakar@example.com,39,married,2,Planning and development surveyor,unemployed,1830274,Salary
5347,488722000000,Jayan,Mannan,08-Feb-84,"H.No. 957
Sinha, South Dumdum 719265",Assam,Hindupur,7739134744,kartik42@example.net,40,married,5,"Teacher, adult education",unemployed,1631403,Salary
5348,639611000000,Priyansh,Vora,09-Jan-69,"707
Bhasin Zila
Ujjain-672665",Madhya Pradesh,Pondicherry,4696063115,anayawarrior@example.net,55,single,0,Database administrator,unemployed,449694,Salary
5349,957000000000,Taimur,Bahl,05-Mar-80,"H.No. 29, Desai Ganj, Junagadh-434340",Goa,Bhagalpur,4611602371,cgill@example.net,44,single,0,Toxicologist,employed,673624,Business
5350,639465000000,Divit,Bhagat,10-Sep-55,"H.No. 28, Chandran Circle, Bhopal-991160",Odisha,Arrah,4630572876,aniruddhbail@example.net,68,divorced,1,Education administrator,employed,442145,Business
5351,452683000000,Rati,Sankar,29-Dec-80,"75/33, Hegde Path, Jammu 324212",Assam,Dharmavaram,1639233732,bhatnagarelakshi@example.org,43,divorced,5,Animal nutritionist,self-employed,480490,Business
5352,285138000000,Nehmat,Gaba,02-Nov-96,"16
Arya Circle, Salem-110809",Uttarakhand,Faridabad,1657823116,maharajtarini@example.org,27,married,5,"Accountant, chartered public finance",unemployed,1697908,Business
5353,433306000000,Gokul,Doshi,30-May-82,"H.No. 18
Ray Circle, Latur 546412",Bihar,Bidar,2410457230,tbains@example.org,42,married,3,Marine scientist,unemployed,1026076,Salary
5354,142628000000,Yuvaan,Dash,04-Aug-05,"H.No. 39, Kakar Circle, Ambarnath 613190",Meghalaya,Nashik,1570827983,sahotaela@example.org,19,single,5,IT consultant,unemployed,1392532,Salary
5355,198081000000,Kismat,Golla,12-Oct-82,"22/926
Barad Street
Motihari-759221",Andhra Pradesh,Tirupati,8849035125,charvi08@example.org,41,married,3,Science writer,self-employed,1889916,Business
5356,790048000000,Anaya,Dubey,20-Apr-88,"H.No. 99, Char Zila, Udupi 404655",Rajasthan,Agra,6958654983,gdubey@example.net,36,married,1,"Scientist, clinical (histocompatibility and immunogenetics)",employed,1844993,Business
5357,119624000000,Shalv,Gole,11-Jan-58,"63/987, Sidhu Chowk, Farrukhabad-328074",Rajasthan,Karaikudi,6231190208,shlok19@example.com,66,married,2,Writer,unemployed,885855,Business
5358,337670000000,Shayak,Ghosh,31-Dec-54,"609, Kannan Ganj, Baranagar-302614",Meghalaya,Chandrapur,8888415706,trishasekhon@example.net,69,single,2,Futures trader,employed,706710,Salary
5359,365639000000,Divij,Chadha,16-Apr-61,"373, Sampath Nagar, Kollam-586182",Meghalaya,Munger,3520432022,evamanne@example.org,63,married,5,"Engineer, aeronautical",employed,697496,Salary
5360,972922000000,Drishya,Sha,30-Nov-53,"805, Thaker Nagar
Kavali-357785",Madhya Pradesh,Shahjahanpur,2122564522,anay85@example.net,70,married,3,"Surveyor, building control",unemployed,554575,Business
5361,477756000000,Mohanlal,Borde,01-Jul-69,"97, Wagle Chowk
Khandwa-100795",Uttarakhand,Madanapalle,8261391617,barmanaaryahi@example.org,55,married,4,"Geologist, wellsite",self-employed,920676,Salary
5362,209504000000,Alia,Sangha,02-Jul-55,"H.No. 66
Bhat Nagar
Etawah 463447",Goa,Ongole,6904656232,aayushdevi@example.com,69,single,2,"Engineer, civil (consulting)",self-employed,845495,Business
5363,977329000000,Baiju,Goyal,03-Feb-56,"066
Thaman Road, Jamalpur 921748",Bihar,Unnao,2832846523,wdevan@example.net,68,married,2,"Sound technician, broadcasting/film/video",unemployed,1905439,Salary
5364,349628000000,Yasmin,Batta,25-Jul-02,"670
Shan Street
Purnia 698182",Tripura,Madurai,7309021174,dishani80@example.com,22,married,3,Trade union research officer,unemployed,729228,Business
5365,333302000000,Umang,Sehgal,03-Jul-74,"H.No. 771, Kalla Street
Hazaribagh 040888",Jharkhand,Vijayawada,2539606431,chowdhuryaradhya@example.net,50,married,5,"Therapist, horticultural",self-employed,1730296,Business
5366,198782000000,Dhanush,Shenoy,20-Sep-84,"24/407, Sahota Ganj
Berhampore 619249",Chhattisgarh,Bikaner,5373076141,diyakarpe@example.org,39,single,4,Chartered accountant,unemployed,581447,Business
5367,662859000000,Ayesha,Thakur,29-Sep-91,"H.No. 202
Dara Path
Kalyan-Dombivli 977493",Tamil Nadu,Bhusawal,5333155196,sanaaggarwal@example.com,32,married,0,"Physicist, medical",employed,779357,Business
5368,829825000000,Tushar,Ghose,08-Feb-83,"H.No. 920
Solanki Zila, Panipat 216021",Uttar Pradesh,Bharatpur,3777944214,udalal@example.com,41,married,2,Paramedic,self-employed,699301,Business
5369,230978000000,Uthkarsh,Walia,22-Sep-80,"04/961, Gopal Path, Rourkela-706900",Rajasthan,Bahraich,5813837403,zchawla@example.net,43,single,0,Medical sales representative,employed,1933128,Business
5370,478709000000,Fateh,Bhalla,18-Dec-52,"21/70, Mander Street, Chinsurah 979984",Bihar,Bikaner,6145537176,samihavala@example.org,71,married,0,"Presenter, broadcasting",employed,359138,Salary
5371,530157000000,Romil,Ahuja,12-May-73,"875
Madan Road
Bathinda-030905",Andhra Pradesh,Asansol,1196210488,balinaaya@example.net,51,single,4,Geochemist,unemployed,551388,Business
5372,254954000000,Zain,Samra,08-Aug-97,"458, Hayre Marg
Maheshtala-880652",Madhya Pradesh,Orai,6424482011,kiberohan@example.com,27,divorced,2,Ophthalmologist,unemployed,601727,Salary
5373,220297000000,Aniruddh,Lala,15-Apr-96,"362
Master
Bijapur 872568",Uttarakhand,Jodhpur,3516149411,nakuldhawan@example.org,28,married,1,Applications developer,self-employed,1064678,Business
5374,638507000000,Aarush,Ahuja,20-Oct-73,"48/353
Venkatesh
Karawal Nagar 571720",Assam,Rajkot,8188655307,zbasak@example.com,50,married,1,"Scientist, audiological",unemployed,391059,Business
5375,246903000000,Eva,Amble,27-Oct-93,"72
Chaudry Circle, Karawal Nagar-218168",Manipur,Motihari,8905368302,osrinivasan@example.org,30,single,1,Advertising account planner,employed,1678928,Salary
5376,529101000000,Riaan,Chaudry,16-Aug-71,"06
Taneja Chowk
Jalna 120098",Mizoram,Arrah,9264959995,reyanshmahal@example.net,53,married,0,Geophysical data processor,employed,828291,Salary
5377,643588000000,Saira,Kapoor,01-Sep-91,"46, Tella Marg
Karnal-272084",Maharashtra,Amritsar,7451618719,psrinivasan@example.net,32,divorced,4,"Development worker, international aid",employed,1346512,Business
5378,929911000000,Zain,Dave,11-Oct-91,"65/83
Khalsa Street
Ludhiana 390215",Goa,Madanapalle,4838953498,gbhardwaj@example.net,32,single,2,Herbalist,self-employed,631111,Salary
5379,989214000000,Eshani,Tak,22-Jan-92,"87/01, Wadhwa Ganj, Ludhiana 445239",Karnataka,Gandhidham,2189659782,obhatia@example.org,32,single,5,Government social research officer,employed,1761214,Salary
5380,640890000000,Mamooty,Tank,15-Dec-71,"20/356
Babu Marg
Nizamabad 399726",Punjab,Raurkela Industrial Township,8638647556,aayushmagar@example.com,52,divorced,1,Careers adviser,employed,1475661,Salary
5381,536798000000,Tejas,Gade,30-Jul-65,"28/070, Ghose Ganj, Ratlam 708888",Tripura,Salem,9969027188,zain18@example.com,59,married,5,Television production assistant,employed,1752643,Business
5382,836564000000,Mannat,Solanki,10-Mar-53,"H.No. 141, Sanghvi Ganj
Warangal 588884",Tamil Nadu,Rourkela,4194282793,singhaldishani@example.org,71,divorced,2,Barrister,unemployed,926190,Business
5383,836875000000,Onkar,Kumar,04-Aug-99,"H.No. 84, Hans Nagar, Vijayawada 956957",Punjab,Karnal,2774644962,duajivika@example.com,25,married,0,Marketing executive,self-employed,660347,Business
5384,473398000000,Pihu,Brar,22-Jul-74,"55/269, Maharaj Circle
Purnia-447535",Arunachal Pradesh,Bhimavaram,9613095385,riya23@example.com,50,divorced,1,Information officer,employed,303707,Salary
5385,925454000000,Dishani,Edwin,02-Mar-66,"08/29, Kunda Ganj, Panipat-732250",Bihar,Katihar,3724179937,rastogipiya@example.com,58,married,5,Graphic designer,self-employed,1328538,Business
5386,948321000000,Dhanuk,Borde,01-Jul-52,"164
Subramaniam, Karimnagar-791728",Himachal Pradesh,Avadi,6297889291,navyaahuja@example.org,72,married,0,Historic buildings inspector/conservation officer,unemployed,1742007,Salary
5387,882778000000,Romil,Mandal,31-Mar-71,"655, Kala Marg
Sasaram 676068",Haryana,Mangalore,5224621875,baralvardaniya@example.com,53,single,2,Therapeutic radiographer,employed,1327824,Salary
5388,263164000000,Samar,Comar,09-Dec-67,"58/18, Bhalla Path, North Dumdum-892260",Punjab,Pune,1276737222,rasha37@example.org,56,married,2,"Conservator, museum/gallery",employed,1447336,Salary
5389,520803000000,Nehmat,Sama,10-May-76,"83/16
Keer
Madhyamgram-290723",Bihar,South Dumdum,2349869457,aainachawla@example.net,48,divorced,3,Heritage manager,unemployed,329693,Salary
5390,173139000000,Khushi,Hayer,02-Nov-99,"271, Dugal Road, Junagadh-343851",Goa,Aurangabad,9390639934,buchshaan@example.net,24,married,1,"Nurse, mental health",unemployed,1480634,Salary
5391,739964000000,Siya,Buch,12-Nov-53,"201, Bail Road
Guna-203754",Odisha,Hubli–Dharwad,1427268182,fbakshi@example.org,70,married,4,"Designer, interior/spatial",unemployed,1033509,Salary
5392,991402000000,Seher,Gara,19-Dec-02,"550, Tank Zila
Navi Mumbai 562055",Jharkhand,Erode,7425487273,vedika63@example.com,21,single,3,"Administrator, education",self-employed,668010,Salary
